File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations
"Orange Stripe#32-FY24-RMHS, TSM-English.pdf",FY-24,Orange Stripe,32/FY-24,17-07-2023 Time: 11:30 AM,11:30 AM,Meramandali,Raw Material Handling System (IMEM),Not Found,LTI of a contractor employee,Cut/ lacerated injury in right hand ring finger,Contractor,M/s Engineering Services International,3 star,"Yellow Risk (C3, L4)",Not Found,No,": On July 17, 2023, IP (Injured Person) was assigned for housekeeping job at ventilation room EP-11 in RMPP section. Work permit was taken for housekeeping job. The IP lifted the housing of motor and while keeping it aside, it slipped from IP’s hands and his right-hand ring finger pressed under the","1. Work permit was taken for the job, but the job was executed without any supervision. 2. IP was wearing LV (Low Voltage) hand gloves, which is inappropriate PPE for this job. 3. Job specific hazards and safety information was not addressed in the toolbox talk.","1. The use of mechanized tools to handle the components, should be explored, to minimize the necessity for direct human machine interface. 2. The deployment of experienced and skilled workmen should be ensured according to the job requirement. 3. A comprehensive review of HIRA (Hazard Identification and Risk Assessment) should be conducted, considering all aspects of hazards associated with the job."
Orange Stripe#31-FY24-khopoli-TSM-English.pdf,FY-24,Orange Stripe,31/FY-24,12-07-2023 Time: 07:45 AM,07:45 AM,Meramandali,WCRM & NCRM Dispatch,Not Found,LTI of a contractor employee,Swelling in right ankle,Contractor,M/S Sidhharth Enterprises,3 Star,"Yellow Risk (C3, L4)",Not Found,Yes,": On July 12, 2023, IP (Injured Person) was engaged in strapping activity of loaded material on the trailer. While doing this activity and performing a crimping job with the manual sealer, he lost his balance and jumped down from the tailor. However, he continued the job afterwards. After a while, h",1. IP was wearing all mandatory PPEs (Personal Protective Equipment). 2. SOP (Standard Operating Procedure) for this job was available at the site. 3. There was space constraint for carrying out stripping activity.,"1. Retractable fall arrest system should be installed on both sides of loading point. 2. Full height fixed/portable platform must be used to secure trailer bed from all three sides. 3. Marking of Green (Safe Zone), Red (Unsafe Zone) should be provided at loading and unloading point. 4. Truck loading & unloading area should be demarcated. 5. Visual SOP should be displayed at site. Safety Standard (SS_ENGG-21) to be followed."
Orange Stripe#30-FY24-Sinter Plant-English.pdf,FY-24,Orange Stripe,30/FY-24,01-07-2023 Time: 09:15 PM,09:15 PM,Jamshedpur,Sinter Plant-2,Not Found,LTI of a contractor employee,"Burn injury on face, neck, and shoulder",Contractor,M/S Gaurav Enterprises,3-Star,"Blue Risk (C3, L3)",Not Found,No,": On July 1, 2023, there was a process disturbance due to which sinter of ~ 900o Celsius entered the cooler discharge. This led to breakdown of the conveyor-503. Immediately, this was informed to section foreman and workers were assigned to clean the jam. The IP (Injured Person), along with his co-w","1. Hot work jobs were not mapped in Sinter Plant-2, because of which specific PPEs (Personal Protective Equipment) and procedures were not identified. 2. Standard Operating Procedure was found inadequate to perform the activity. 3. Positive isolation system was not followed. 4. PPE was not being used properly; Fire Retardant jacket’s sleeve were folded above the elbow point.","1. Face shield (which are used during lancing) to be made mandatory for cleaning/jam removal of chutes handling hot material. 2. Explore the feasibility of mechanized sinter breaking procedure. 3. Process control to be established to manage excess carbon input through green mix to avoid formation of such large chunks of hot sinter. 4. Cleaning or jam removal activities in the areas, where hot material or steam might be present, should have separate guidelines and such activities should be assess"
Orange Stripe#28-FY24-NCRM Khopoli TSM-English.pdf,FY-24,Orange Stripe,28/FY-24,14-06-2023 Time: 12:15 PM,12:15 PM,Meramandali,NCRM (Narrow Coiled Rolled Mill) Finishing,Not Found,LTI of a contractor employee,Laceration in right hand thumb,Contractor,M/s Arun Pandey,3-Star,"Yellow Risk (C3, L4)",Not Found,NO,": On June 14, 2023, at CTL of NCRM division, IP (Injured Person) was trying to adjust strip (2.5 X 500mm of Hardened & Tempered material) in running line with a wooden plank. While doing so, his hand came in contact with the running strip. This resulted in lacerated injury in his right-hand thumb. H",1. IP was not wearing hand gloves. 2. IP violated the Standard Operating Procedure by working in running line.,"1. The current manual process of applying Rust Prevention (RP) oiling should be discontinued, and alternative options should be explored. 2. A pad roll should be provided to avoid coil buildup. 3. Machine guarding should be provided with a line stop/access control interlock. 4. The visual do’s and don’ts board should be displayed at the shop floor."
Orange Stripe#29-FY24-SS-TSJ-English.pdf,FY-24,Orange Stripe,29/FY-24,30-06-2023 Time: 10:00 AM,10:00 AM,Jamshedpur,Steel Making Electrical Maintenance,Metal Recovery Plant-IEM (MRP-IEM),LTI of a Company employee,Fracture in right hand,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",812 Days,Yes,": On June 30, 2023, IP (Injured Person) went to inspect the sump pump, which was in running condition. During the inspection, IP was wearing hand gloves, and was holding the handrail with his left hand while walking. His right leg slipped on a loose slurry surface, and he fell down. As a result, he",1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Illumination of the area was found adequate. 3. The condition of the gallery was not safe due to spillage of material.,"1. In such unsafe condition, unauthorized entry should be restricted, unless the basic condition is restored. 2. Provide the ‘hazard sign’ displays related to STF (Slip/Trip/Fall) at these types of galleries. 3. The housekeeping of all conveyor galleries needs to be maintained round the clock. 4. Behaviour based training should be given to all, to bring a change in individual behaviour."
Orange Stripe#27-FY24-WRM-English.pdf,FY-24,Orange Stripe,27/FY-24,13-06-2023 Time: 06:30 AM,06:30 AM,Jamshedpur,Wire Rod Mill,No Twist Mill (NTM),LTI of Company Employee,Avulsion injury over tip of right-hand middle finger,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",294 Days,No,": On June 13, 2023, IP (Injured Person) observed that sparks were getting generated due to rubbing of stock with the inner bore of troughs after NTM Breakout Box (BOB). To address the abnormality, he decided to inspect the area by stopping the mill. For inspecting BOB and trough, the upper part of t",1. Standard Operating Procedure for the job was available and was being followed. 2. Illumination was found appropriate. 3. Play in the BOB hinge pin was observed along with accumulation of dirt in area left over by cooling water.,1. Locking arrangement should be provided for breakout box to avoid free fall of its upper portion. 2. Scheduled cleaning should be done to avoid restrictions in the movement of breakout boxes due to dirt deposits.
Orange Stripe#26-FY24-OMQ canteen- TSM-English.pdf,FY-24,Orange Stripe,26/FY-24,06-06-2023 Time: 11:30 PM,11:30 PM,"Wet Plant Processing Canteen, Noamundi","Human Resource Management, OMQ",Not Found,LTI of a contractor employee,Snake bite on left-hand middle finger,Contractor,M/s Dineshwar Singh and Sons,3- Star,"Blue Risk (C3, L3)",Not Found,No,"On June 6, 2023, IP (Injured Person) was engaged in food serving job at Wet Plant Processing Canteen. He was doing his work unaware of the presence of a snake, which was hidden in a corner hole of the canteen floor. The snake somehow approached the table and unexpectedly, the IP was bitten by the snake on his left-hand middle finger. The IP complained of giddiness, swelling and pain. After",1. A small hole was found in the corner of the floor beside the food storage area. 2. Illumination in the room was not sufficient. 3. Bush was grown outside the boundary wall of canteen area.,1. Regular Carbolic acid spray is to be ensured in such areas. 2. Any small hole or rodent access found in the canteen and other respective locations should be sealed. 3. Area outside the office should be cleaned properly along with regular bush cutting.
Orange Stripe#25-FY24-Khopoli TSM-English.pdf,FY-24,Orange Stripe,25/FY-24,18-05-2023 Time: 03:00 AM,03:00 AM,Meramandali,"Quality Assurance, LDP",Not Found,LTI of a contractor employee,Crush injury in left hand middle and ring fingers,Contractor,M/S Shivam Enterprises,3,"Blue Risk (C2, L2)",Not Found,No,": On May 18, 2023, IP (Injured Person) was engaged in weld seam marking activity at MPI (Magnetic Particle Inspection) inlet bed. The purpose of marking the weld seam is to facilitate the pipe position during offline weld seam UT (Ultrasonic Testing). While marking weld seam line with chalk, another","1. IP is working in the department from last two years. 2. The sensor at the end of conveyor, which was installed for movement of rejected pipes, was found malfunctioning.",1. Pipe movement sensor logic should be reviewed for preventing pipe reversing. 2. Hard barricading with access control should be provided to avoid any manual intervention. 3. Feasibility should be explored for implementation of high-resolution cameras to replace manual marking activities.
Orange Stripe#23-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,23/FY-24,24-05-2023 Time: 08:40 AM,08:40 AM,Kalinganagar,Civil Construction,Not Found,LTI of a Contractor Employee,Fracture in left hand Wrist,Contractor,M/s Mohd Ajmal,3,"Yellow Risk (C3, L4)",Not Found,No,"On May 24, 2023, IP (Injured Person) was going to designated rest shed. He tried to take a short cut for rest room. He stepped over a roof sheet which was kept on ground and slipped due to accumulated coal dust. He fell on the same level and sustained injury in his left-hand wrist. He was immediately taken to first aid centre for",1. IP stepped over a roof sheet which was kept on ground and slipped due to accumulated coal dust. 2. Roof sheet and other construction materials were kept on the ground haphazardly. 3. The illumination was adequate at site.,"1. Material dismantled from operating plant should be disposed off at the earliest. 2. Pedestrian pathways should be clearly demarcated. 3. Behaviour based training should be given to all, to bring a change in individual behaviour."
Orange Stripe#21-FY24-Jharia RM-English (1).pdf,FY-24,Orange Stripe,21/FY-24,24-05-2023 Time: 12:30 PM,12:30 PM,"Maintenance Shed, Central Garage","Central Garage, Engineering Services, Jharia",Not Found,LTI of a Contractor employee,Fracture in left foot toe,Contractor,M/S D K Singh,3 star,"Blue Risk (C3, L3)",Not Found,No,": On May 24, 2023, IP (Injured Person), along with his colleagues, was engaged in dismantling of condemned payloader under the supervision of foreman. While removing the pins of the bucket from the arm of payloader, the IP, who was in the front of bucket teeth, tried to push the bucket for release o",1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Work permit was available at the site. 3. Toolbox meeting was done and SOP (Standard Operating Procedure) with safety guidelines were explained to all. 4. Specific job safety instructions were not followed.,"1. Job-specific risk assessments should be conducted to identify potential hazards associated with each task or work area, with the involvement of both employee and vendors. 2. All individuals involved on the shop floor, should adhere to a strict work discipline."
Orange Stripe#22-FY24-West Bokaro RM-English.pdf,FY-24,Orange Stripe,22/FY-24,24-05-2023 Time: 11:30 PM,11:30 PM,Below economizer hopper area,"Engineering Services & Projects, West Bokaro",Powerhouse Operations,LTI of a Company employee,Fracture in left hand index finger,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",43 Days,No,": On May 24, 2023, IP (Injured Person) was trying to remove the water hose pipe. While removing the water hose pipe (1-inch diameter) from the nipple joint, IP’s left-hand index finger got struck on the metallic part of the valve fitting. Immediately, he was taken to Tata Central Hospital (TCH) West",Not Found,1. Inspection and replacement of loose/defective nipple joints should be done on regular frequency. 2. Choked pipe should be cleaned by the maintenance team.
